magaza,gun,kapali_gun,smape_test,kapsama,kapali_oran
1,28,4,6.0412421226501465,91.66666666666666,0.143
2,28,4,9.594199180603027,70.83333333333334,0.143
3,28,4,6.040380477905273,87.5,0.143
4,28,4,8.121969223022461,79.16666666666666,0.143
5,28,4,7.592648506164551,83.33333333333334,0.143
6,28,4,8.37469482421875,79.16666666666666,0.143
7,28,4,9.479230880737305,83.33333333333334,0.143
8,28,4,7.464578628540039,87.5,0.143
9,28,4,8.313940048217773,87.5,0.143
10,28,4,9.548381805419922,54.166666666666664,0.143
11,28,4,6.889758110046387,91.66666666666666,0.143
12,28,4,6.727541446685791,83.33333333333334,0.143
13,28,4,12.414146423339844,75.0,0.143
14,28,4,5.944706916809082,83.33333333333334,0.143
15,28,4,7.429242134094238,83.33333333333334,0.143
16,28,4,6.4719557762146,66.66666666666666,0.143
17,28,4,6.55081033706665,87.5,0.143
18,28,4,6.356019020080566,75.0,0.143
19,28,4,6.4084320068359375,87.5,0.143
20,28,4,9.819450378417969,62.5,0.143
21,28,4,9.627267837524414,83.33333333333334,0.143
22,28,4,10.25656795501709,62.5,0.143
23,28,4,8.49986743927002,79.16666666666666,0.143
24,28,4,6.965010643005371,79.16666666666666,0.143
25,28,4,7.9104108810424805,79.16666666666666,0.143
26,28,4,9.273880004882812,79.16666666666666,0.143
27,28,4,9.300572395324707,75.0,0.143
28,28,4,8.283905982971191,83.33333333333334,0.143
29,28,4,9.538865089416504,75.0,0.143
30,28,4,10.455972671508789,83.33333333333334,0.143
31,28,4,6.145452976226807,79.16666666666666,0.143
32,28,4,8.889216423034668,70.83333333333334,0.143
33,28,4,8.385115623474121,70.83333333333334,0.143
34,28,4,6.162357330322266,87.5,0.143
35,28,4,7.945948600769043,87.5,0.143
36,28,4,11.808013916015625,50.0,0.143
37,28,4,6.0186238288879395,95.83333333333334,0.143
38,28,4,5.631506443023682,91.66666666666666,0.143
39,28,4,8.352920532226562,83.33333333333334,0.143
40,28,4,9.65566635131836,83.33333333333334,0.143
41,28,4,10.780235290527344,66.66666666666666,0.143
42,28,4,6.749336242675781,75.0,0.143
43,28,4,9.254775047302246,70.83333333333334,0.143
44,28,4,10.133280754089355,62.5,0.143
45,28,4,8.424391746520996,83.33333333333334,0.143
46,28,4,13.012843132019043,58.333333333333336,0.143
47,28,4,5.805889129638672,91.66666666666666,0.143
48,28,4,8.78258228302002,75.0,0.143
49,28,4,6.222931861877441,83.33333333333334,0.143
50,28,4,8.421483993530273,79.16666666666666,0.143
51,28,4,8.383408546447754,83.33333333333334,0.143
52,28,4,7.3064656257629395,79.16666666666666,0.143
53,28,4,8.467364311218262,83.33333333333334,0.143
54,28,4,6.657626628875732,95.83333333333334,0.143
55,28,4,8.015335083007812,79.16666666666666,0.143
56,28,4,7.348453998565674,79.16666666666666,0.143
57,28,4,7.423679351806641,87.5,0.143
58,28,4,11.763521194458008,54.166666666666664,0.143
59,28,4,7.976414203643799,79.16666666666666,0.143
60,28,4,9.48372745513916,66.66666666666666,0.143
61,28,4,13.920350074768066,45.83333333333333,0.143
62,28,4,5.262817859649658,91.66666666666666,0.143
63,28,4,9.159957885742188,70.83333333333334,0.143
64,28,4,6.275606155395508,91.66666666666666,0.143
65,28,4,7.33650541305542,87.5,0.143
66,28,4,7.177370071411133,79.16666666666666,0.143
67,28,4,9.638030052185059,58.333333333333336,0.143
68,28,4,14.76159954071045,54.166666666666664,0.143
69,28,4,6.002829074859619,83.33333333333334,0.143
70,28,4,9.200624465942383,58.333333333333336,0.143
71,28,4,5.336728096008301,87.5,0.143
72,28,4,6.8994903564453125,91.66666666666666,0.143
73,28,4,5.303053855895996,95.83333333333334,0.143
74,28,4,7.719931125640869,79.16666666666666,0.143
75,28,4,7.071004867553711,75.0,0.143
76,28,4,9.417795181274414,70.83333333333334,0.143
77,28,4,7.875370025634766,75.0,0.143
78,28,4,9.061149597167969,58.333333333333336,0.143
79,28,4,7.850118637084961,70.83333333333334,0.143
80,28,4,7.694943904876709,75.0,0.143
81,28,4,8.15382194519043,66.66666666666666,0.143
82,28,4,7.831248760223389,75.0,0.143
83,28,4,10.992545127868652,45.83333333333333,0.143
84,28,4,5.3301615715026855,79.16666666666666,0.143
85,28,0,10.659356117248535,85.71428571428571,0.0
86,28,4,8.994027137756348,75.0,0.143
87,28,4,9.822870254516602,70.83333333333334,0.143
88,28,4,7.310325622558594,91.66666666666666,0.143
89,28,4,7.232794761657715,75.0,0.143
90,28,4,8.13794994354248,79.16666666666666,0.143
91,28,4,9.524544715881348,75.0,0.143
92,28,4,7.932983875274658,83.33333333333334,0.143
93,28,4,6.975346088409424,95.83333333333334,0.143
94,28,4,5.655996799468994,95.83333333333334,0.143
95,28,4,6.436735153198242,83.33333333333334,0.143
96,28,4,9.04628849029541,79.16666666666666,0.143
97,28,4,8.082627296447754,75.0,0.143
98,28,4,6.868587970733643,87.5,0.143
99,28,4,7.349537372589111,83.33333333333334,0.143
100,28,4,7.581580638885498,87.5,0.143
101,28,4,7.694173812866211,66.66666666666666,0.143
102,28,4,13.973994255065918,62.5,0.143
103,28,4,7.515679836273193,79.16666666666666,0.143
104,28,4,5.6531596183776855,79.16666666666666,0.143
105,28,4,8.179091453552246,87.5,0.143
106,28,4,6.459266662597656,79.16666666666666,0.143
107,28,4,7.200079441070557,70.83333333333334,0.143
108,28,4,7.959035873413086,70.83333333333334,0.143
109,28,4,7.472329616546631,75.0,0.143
110,28,4,9.979995727539062,79.16666666666666,0.143
111,28,4,5.53104305267334,87.5,0.143
112,28,4,9.376702308654785,58.333333333333336,0.143
113,28,4,9.095949172973633,79.16666666666666,0.143
114,28,4,9.265823364257812,66.66666666666666,0.143
115,28,4,10.903937339782715,75.0,0.143
116,28,4,5.334222316741943,87.5,0.143
117,28,4,7.657442092895508,75.0,0.143
118,28,4,8.031853675842285,83.33333333333334,0.143
119,28,4,5.368523120880127,91.66666666666666,0.143
120,28,4,8.858895301818848,66.66666666666666,0.143
121,28,4,8.510540008544922,79.16666666666666,0.143
122,28,0,17.906761169433594,67.85714285714286,0.0
123,28,4,6.63991641998291,91.66666666666666,0.143
124,28,4,14.049212455749512,66.66666666666666,0.143
125,28,4,7.710105895996094,75.0,0.143
126,28,4,8.168976783752441,91.66666666666666,0.143
127,28,4,11.996475219726562,62.5,0.143
128,28,4,8.091073036193848,83.33333333333334,0.143
129,28,4,10.655637741088867,54.166666666666664,0.143
130,28,4,8.364090919494629,62.5,0.143
131,28,4,12.00581169128418,58.333333333333336,0.143
132,28,4,8.103425025939941,70.83333333333334,0.143
133,28,4,6.812605857849121,95.83333333333334,0.143
134,28,4,7.205340385437012,66.66666666666666,0.143
135,28,4,7.621318817138672,75.0,0.143
136,28,4,8.220069885253906,83.33333333333334,0.143
137,28,4,16.596721649169922,33.33333333333333,0.143
138,28,4,7.231879234313965,87.5,0.143
139,28,4,10.29057502746582,58.333333333333336,0.143
140,28,4,6.462362289428711,79.16666666666666,0.143
141,28,4,7.316531181335449,83.33333333333334,0.143
142,28,4,6.530514240264893,79.16666666666666,0.143
143,28,4,7.261484146118164,83.33333333333334,0.143
144,28,4,6.450951099395752,91.66666666666666,0.143
145,28,4,7.583994388580322,83.33333333333334,0.143
146,28,4,5.340637683868408,87.5,0.143
147,28,4,6.269864559173584,95.83333333333334,0.143
148,28,4,4.000457763671875,100.0,0.143
149,28,4,13.435535430908203,41.66666666666667,0.143
150,28,4,8.608400344848633,75.0,0.143
151,28,4,8.356926918029785,79.16666666666666,0.143
152,28,4,5.5105438232421875,87.5,0.143
153,28,4,11.83161449432373,62.5,0.143
154,28,4,6.640913486480713,87.5,0.143
155,28,4,13.126203536987305,58.333333333333336,0.143
156,28,4,8.029692649841309,91.66666666666666,0.143
157,28,4,5.792725086212158,87.5,0.143
158,28,4,5.468343734741211,87.5,0.143
159,28,4,5.751096248626709,83.33333333333334,0.143
160,28,4,8.268261909484863,70.83333333333334,0.143
161,28,4,6.161275386810303,83.33333333333334,0.143
162,28,4,5.655800819396973,91.66666666666666,0.143
163,28,4,8.769844055175781,58.333333333333336,0.143
164,28,4,8.849288940429688,75.0,0.143
165,28,4,9.072113037109375,62.5,0.143
166,28,4,8.294692993164062,70.83333333333334,0.143
167,28,4,6.266167163848877,91.66666666666666,0.143
168,28,4,6.180903434753418,83.33333333333334,0.143
169,28,4,7.774893760681152,87.5,0.143
170,28,4,9.070068359375,79.16666666666666,0.143
171,28,4,8.593437194824219,75.0,0.143
172,28,4,5.222093105316162,83.33333333333334,0.143
173,28,4,7.377863883972168,75.0,0.143
174,28,4,7.113077640533447,75.0,0.143
175,28,4,6.639377593994141,79.16666666666666,0.143
176,28,4,9.320563316345215,83.33333333333334,0.143
177,28,4,10.400506019592285,70.83333333333334,0.143
178,28,4,5.720829486846924,79.16666666666666,0.143
179,28,4,8.635544776916504,75.0,0.143
180,28,4,6.204178810119629,87.5,0.143
181,28,4,6.876540184020996,83.33333333333334,0.143
182,28,4,8.43745231628418,79.16666666666666,0.143
183,28,4,11.30313777923584,79.16666666666666,0.143
184,28,4,6.956820964813232,87.5,0.143
185,28,4,10.116473197937012,62.5,0.143
186,28,4,7.154484748840332,83.33333333333334,0.143
187,28,4,8.162469863891602,75.0,0.143
188,28,4,15.445475578308105,41.66666666666667,0.143
189,28,4,7.02352237701416,66.66666666666666,0.143
190,28,4,7.081409454345703,70.83333333333334,0.143
191,28,4,7.344671249389648,91.66666666666666,0.143
192,28,4,11.142402648925781,91.66666666666666,0.143
193,28,4,8.091155052185059,91.66666666666666,0.143
194,28,4,7.752782821655273,75.0,0.143
195,28,4,7.026054859161377,87.5,0.143
196,28,4,5.701501846313477,87.5,0.143
197,28,4,6.517275333404541,83.33333333333334,0.143
198,28,4,11.160639762878418,83.33333333333334,0.143
199,28,4,6.994900703430176,83.33333333333334,0.143
200,28,4,9.728508949279785,58.333333333333336,0.143
201,28,4,9.329471588134766,70.83333333333334,0.143
202,28,4,7.475041389465332,79.16666666666666,0.143
203,28,4,7.771276473999023,79.16666666666666,0.143
204,28,4,7.563238620758057,62.5,0.143
205,28,4,6.0291666984558105,87.5,0.143
206,28,4,7.5106353759765625,87.5,0.143
207,28,4,5.418271064758301,87.5,0.143
208,28,4,9.884037971496582,75.0,0.143
209,28,0,14.190832138061523,82.14285714285714,0.0
210,28,4,8.230205535888672,79.16666666666666,0.143
211,28,4,9.847583770751953,50.0,0.143
212,28,4,8.300448417663574,79.16666666666666,0.143
213,28,4,7.752805709838867,75.0,0.143
214,28,4,6.237320423126221,83.33333333333334,0.143
215,28,4,10.697030067443848,62.5,0.143
216,28,4,8.079854011535645,79.16666666666666,0.143
217,28,4,7.674511432647705,83.33333333333334,0.143
218,28,4,8.586506843566895,83.33333333333334,0.143
219,28,4,8.737934112548828,79.16666666666666,0.143
220,28,4,10.416935920715332,58.333333333333336,0.143
221,28,4,7.4328107833862305,83.33333333333334,0.143
222,28,4,6.845103740692139,79.16666666666666,0.143
223,28,4,8.617386817932129,75.0,0.143
224,28,4,6.082470417022705,87.5,0.143
225,28,4,10.647335052490234,58.333333333333336,0.143
226,28,4,6.5672197341918945,70.83333333333334,0.143
227,28,4,7.40735387802124,79.16666666666666,0.143
228,28,4,6.141568183898926,91.66666666666666,0.143
229,28,4,6.471607685089111,83.33333333333334,0.143
230,28,4,6.854039192199707,87.5,0.143
231,28,4,12.938453674316406,58.333333333333336,0.143
232,28,4,10.2694091796875,70.83333333333334,0.143
233,28,4,7.465948104858398,62.5,0.143
234,28,4,9.22510051727295,70.83333333333334,0.143
235,28,4,10.669672012329102,54.166666666666664,0.143
236,28,4,5.731706142425537,87.5,0.143
237,28,4,7.4558258056640625,70.83333333333334,0.143
238,28,4,10.929671287536621,58.333333333333336,0.143
239,28,4,7.280038833618164,95.83333333333334,0.143
240,28,4,6.45521354675293,75.0,0.143
241,28,4,6.045336723327637,83.33333333333334,0.143
242,28,4,8.443739891052246,83.33333333333334,0.143
243,28,4,8.486282348632812,75.0,0.143
244,28,4,8.936179161071777,75.0,0.143
245,28,4,6.224490165710449,66.66666666666666,0.143
246,28,4,7.146305084228516,70.83333333333334,0.143
247,28,4,8.029067993164062,75.0,0.143
248,28,4,7.960444450378418,87.5,0.143
249,28,4,8.685942649841309,66.66666666666666,0.143
250,28,4,7.197173595428467,87.5,0.143
251,28,4,6.782116889953613,83.33333333333334,0.143
252,28,4,6.953073501586914,87.5,0.143
253,28,4,8.549467086791992,70.83333333333334,0.143
254,28,4,9.68542766571045,79.16666666666666,0.143
255,28,4,5.952117919921875,87.5,0.143
256,28,4,10.4043607711792,79.16666666666666,0.143
257,28,4,7.905120372772217,79.16666666666666,0.143
258,28,4,8.20107650756836,66.66666666666666,0.143
259,28,0,5.659682750701904,100.0,0.0
260,28,4,5.438594818115234,75.0,0.143
261,28,4,5.885204792022705,100.0,0.143
262,28,0,8.941743850708008,85.71428571428571,0.0
263,28,4,8.142457962036133,87.5,0.143
264,28,4,7.032501697540283,83.33333333333334,0.143
265,28,4,7.886759281158447,75.0,0.143
266,28,4,5.830304145812988,91.66666666666666,0.143
267,28,4,12.878392219543457,62.5,0.143
268,28,4,9.928431510925293,75.0,0.143
269,28,4,16.995988845825195,50.0,0.143
270,28,4,6.283658027648926,83.33333333333334,0.143
271,28,4,9.78292465209961,75.0,0.143
272,28,4,5.772828102111816,87.5,0.143
273,28,4,6.059062480926514,91.66666666666666,0.143
274,28,0,24.87860679626465,39.285714285714285,0.0
275,28,4,7.077361106872559,83.33333333333334,0.143
276,28,4,9.427424430847168,79.16666666666666,0.143
277,28,4,8.677119255065918,75.0,0.143
278,28,4,8.74515438079834,75.0,0.143
279,28,4,15.161524772644043,54.166666666666664,0.143
280,28,4,6.529642581939697,83.33333333333334,0.143
281,28,4,6.85598611831665,70.83333333333334,0.143
282,28,4,5.467632293701172,83.33333333333334,0.143
283,28,4,11.163331985473633,58.333333333333336,0.143
284,28,4,7.967381954193115,83.33333333333334,0.143
